pattern_url,date-accessed
"/patterns/display/triangles-4/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/triangles-3/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/tbc-25/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/test-197/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/release/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/sr-shawl/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/ripple-slip/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/patt-9ac395d1/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/slither-lace-rib/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/stems/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/test-193/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/headband-increase/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/sterne-stars/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/kelpie-hexagon-1/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/tbc-24/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/ausschnitt-rippen/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/ausschnitt-perlmuster/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/ausschnitt-3/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/neck-warm-simple/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/dip-variante/", "Tue Mar 21 12:32:13 2023"
"/patterns/display/tbc-23/", "Tue Mar 21 12:32:14 2023"
"/patterns/display/statt-stinos-034-ohne-linke-maschen/", "Tue Mar 21 12:32:14 2023"
"/patterns/display/statt-stinos-034/", "Tue Mar 21 12:32:14 2023"
"/patterns/display/wide-flower/", "Tue Mar 21 12:32:14 2023"
"/patterns/display/flower-2-1/", "Tue Mar 21 12:32:14 2023"
"/patterns/display/mamas-cozy-jute-stitch-blanket/", "Tue Mar 21 12:32:14 2023"
"/patterns/display/8-stitch-wide-diamond-bobble/", "Tue Mar 21 12:32:14 2023"
"/patterns/display/6-stitch-wide-diamond/", "Tue Mar 21 12:32:14 2023"
"/patterns/display/gull-pattern/", "Tue Mar 21 12:32:14 2023"
"/patterns/display/shawl-13/", "Tue Mar 21 12:32:14 2023"
"/patterns/display/shawl-12/", "Tue Mar 21 12:32:14 2023"
"/patterns/display/papyrus-flower/", "Tue Mar 21 12:32:14 2023"
"/patterns/display/flower-4/", "Tue Mar 21 12:32:14 2023"
"/patterns/display/calf-plant-1/", "Tue Mar 21 12:32:14 2023"
"/patterns/display/calf-plant/", "Tue Mar 21 12:32:14 2023"
